customer_key,first_name,last_name,email,active,create_date
531,JAMIE,WAUGH,JAMIE.WAUGH@sakilacustomer.org,1,"2006-02-14 22:04:37"
532,NEIL,RENNER,NEIL.RENNER@sakilacustomer.org,1,"2006-02-14 22:04:37"
533,JESSIE,MILAM,JESSIE.MILAM@sakilacustomer.org,1,"2006-02-14 22:04:37"
534,CHRISTIAN,JUNG,CHRISTIAN.JUNG@sakilacustomer.org,0,"2006-02-14 22:04:37"
535,JAVIER,ELROD,JAVIER.ELROD@sakilacustomer.org,1,"2006-02-14 22:04:37"
536,FERNANDO,CHURCHILL,FERNANDO.CHURCHILL@sakilacustomer.org,1,"2006-02-14 22:04:37"
537,CLINTON,BUFORD,CLINTON.BUFORD@sakilacustomer.org,1,"2006-02-14 22:04:37"
538,TED,BREAUX,TED.BREAUX@sakilacustomer.org,1,"2006-02-14 22:04:37"
539,MATHEW,BOLIN,MATHEW.BOLIN@sakilacustomer.org,1,"2006-02-14 22:04:37"
540,TYRONE,ASHER,TYRONE.ASHER@sakilacustomer.org,1,"2006-02-14 22:04:37"
541,DARREN,WINDHAM,DARREN.WINDHAM@sakilacustomer.org,1,"2006-02-14 22:04:37"
542,LONNIE,TIRADO,LONNIE.TIRADO@sakilacustomer.org,1,"2006-02-14 22:04:37"
543,LANCE,PEMBERTON,LANCE.PEMBERTON@sakilacustomer.org,1,"2006-02-14 22:04:37"
544,CODY,NOLEN,CODY.NOLEN@sakilacustomer.org,1,"2006-02-14 22:04:37"
545,JULIO,NOLAND,JULIO.NOLAND@sakilacustomer.org,1,"2006-02-14 22:04:37"
546,KELLY,KNOTT,KELLY.KNOTT@sakilacustomer.org,1,"2006-02-14 22:04:37"
547,KURT,EMMONS,KURT.EMMONS@sakilacustomer.org,1,"2006-02-14 22:04:37"
548,ALLAN,CORNISH,ALLAN.CORNISH@sakilacustomer.org,1,"2006-02-14 22:04:37"
549,NELSON,CHRISTENSON,NELSON.CHRISTENSON@sakilacustomer.org,1,"2006-02-14 22:04:37"
550,GUY,BROWNLEE,GUY.BROWNLEE@sakilacustomer.org,1,"2006-02-14 22:04:37"
551,CLAYTON,BARBEE,CLAYTON.BARBEE@sakilacustomer.org,1,"2006-02-14 22:04:37"
552,HUGH,WALDROP,HUGH.WALDROP@sakilacustomer.org,1,"2006-02-14 22:04:37"
553,MAX,PITT,MAX.PITT@sakilacustomer.org,1,"2006-02-14 22:04:37"
554,DWAYNE,OLVERA,DWAYNE.OLVERA@sakilacustomer.org,1,"2006-02-14 22:04:37"
555,DWIGHT,LOMBARDI,DWIGHT.LOMBARDI@sakilacustomer.org,1,"2006-02-14 22:04:37"
556,ARMANDO,GRUBER,ARMANDO.GRUBER@sakilacustomer.org,1,"2006-02-14 22:04:37"
557,FELIX,GAFFNEY,FELIX.GAFFNEY@sakilacustomer.org,1,"2006-02-14 22:04:37"
558,JIMMIE,EGGLESTON,JIMMIE.EGGLESTON@sakilacustomer.org,0,"2006-02-14 22:04:37"
559,EVERETT,BANDA,EVERETT.BANDA@sakilacustomer.org,1,"2006-02-14 22:04:37"
560,JORDAN,ARCHULETA,JORDAN.ARCHULETA@sakilacustomer.org,1,"2006-02-14 22:04:37"
561,IAN,STILL,IAN.STILL@sakilacustomer.org,1,"2006-02-14 22:04:37"
562,WALLACE,SLONE,WALLACE.SLONE@sakilacustomer.org,1,"2006-02-14 22:04:37"
563,KEN,PREWITT,KEN.PREWITT@sakilacustomer.org,1,"2006-02-14 22:04:37"
564,BOB,PFEIFFER,BOB.PFEIFFER@sakilacustomer.org,1,"2006-02-14 22:04:37"
565,JAIME,NETTLES,JAIME.NETTLES@sakilacustomer.org,1,"2006-02-14 22:04:37"
566,CASEY,MENA,CASEY.MENA@sakilacustomer.org,1,"2006-02-14 22:04:37"
567,ALFREDO,MCADAMS,ALFREDO.MCADAMS@sakilacustomer.org,1,"2006-02-14 22:04:37"
568,ALBERTO,HENNING,ALBERTO.HENNING@sakilacustomer.org,1,"2006-02-14 22:04:37"
569,DAVE,GARDINER,DAVE.GARDINER@sakilacustomer.org,1,"2006-02-14 22:04:37"
570,IVAN,CROMWELL,IVAN.CROMWELL@sakilacustomer.org,1,"2006-02-14 22:04:37"
571,JOHNNIE,CHISHOLM,JOHNNIE.CHISHOLM@sakilacustomer.org,1,"2006-02-14 22:04:37"
572,SIDNEY,BURLESON,SIDNEY.BURLESON@sakilacustomer.org,1,"2006-02-14 22:04:37"
573,BYRON,BOX,BYRON.BOX@sakilacustomer.org,1,"2006-02-14 22:04:37"
574,JULIAN,VEST,JULIAN.VEST@sakilacustomer.org,1,"2006-02-14 22:04:37"
575,ISAAC,OGLESBY,ISAAC.OGLESBY@sakilacustomer.org,1,"2006-02-14 22:04:37"
576,MORRIS,MCCARTER,MORRIS.MCCARTER@sakilacustomer.org,1,"2006-02-14 22:04:37"
577,CLIFTON,MALCOLM,CLIFTON.MALCOLM@sakilacustomer.org,1,"2006-02-14 22:04:37"
578,WILLARD,LUMPKIN,WILLARD.LUMPKIN@sakilacustomer.org,1,"2006-02-14 22:04:37"
579,DARYL,LARUE,DARYL.LARUE@sakilacustomer.org,1,"2006-02-14 22:04:37"
580,ROSS,GREY,ROSS.GREY@sakilacustomer.org,1,"2006-02-14 22:04:37"
581,VIRGIL,WOFFORD,VIRGIL.WOFFORD@sakilacustomer.org,1,"2006-02-14 22:04:37"
582,ANDY,VANHORN,ANDY.VANHORN@sakilacustomer.org,1,"2006-02-14 22:04:37"
583,MARSHALL,THORN,MARSHALL.THORN@sakilacustomer.org,1,"2006-02-14 22:04:37"
584,SALVADOR,TEEL,SALVADOR.TEEL@sakilacustomer.org,1,"2006-02-14 22:04:37"
585,PERRY,SWAFFORD,PERRY.SWAFFORD@sakilacustomer.org,1,"2006-02-14 22:04:37"
586,KIRK,STCLAIR,KIRK.STCLAIR@sakilacustomer.org,1,"2006-02-14 22:04:37"
587,SERGIO,STANFIELD,SERGIO.STANFIELD@sakilacustomer.org,1,"2006-02-14 22:04:37"
588,MARION,OCAMPO,MARION.OCAMPO@sakilacustomer.org,1,"2006-02-14 22:04:37"
589,TRACY,HERRMANN,TRACY.HERRMANN@sakilacustomer.org,1,"2006-02-14 22:04:37"
590,SETH,HANNON,SETH.HANNON@sakilacustomer.org,1,"2006-02-14 22:04:37"
591,KENT,ARSENAULT,KENT.ARSENAULT@sakilacustomer.org,1,"2006-02-14 22:04:37"
592,TERRANCE,ROUSH,TERRANCE.ROUSH@sakilacustomer.org,0,"2006-02-14 22:04:37"
593,RENE,MCALISTER,RENE.MCALISTER@sakilacustomer.org,1,"2006-02-14 22:04:37"
594,EDUARDO,HIATT,EDUARDO.HIATT@sakilacustomer.org,1,"2006-02-14 22:04:37"
595,TERRENCE,GUNDERSON,TERRENCE.GUNDERSON@sakilacustomer.org,1,"2006-02-14 22:04:37"
596,ENRIQUE,FORSYTHE,ENRIQUE.FORSYTHE@sakilacustomer.org,1,"2006-02-14 22:04:37"
597,FREDDIE,DUGGAN,FREDDIE.DUGGAN@sakilacustomer.org,1,"2006-02-14 22:04:37"
598,WADE,DELVALLE,WADE.DELVALLE@sakilacustomer.org,1,"2006-02-14 22:04:37"
599,AUSTIN,CINTRON,AUSTIN.CINTRON@sakilacustomer.org,1,"2006-02-14 22:04:37"
